FPS
0
12
11
11
7
7
8
12
12
10
12
12
12
13
12
12
10
10
12
12
12
13
12
12
9
11
12
11
9
10
9
10
12
12
12
2
11
11
9
10
9
9
9
10
5
12
12
10
12
10
10
10
10
9
11
9
10
9
9
10
10
10
10
10
10
10
1
10
10
10
9
9
9
10
13
8
10
9
10
9
10
8
10
11
4
10
9
9
9
9
8
10
12
13
12
13
13
11
13
9
10
10
9
11
3
8
7
12
14
10
12
12
13
12
12
13
13
12
10
9
10
9
10
8
1
9
10
11
11
10
11
11
11
11
11
11
12
11
11
11
11
11
7
8
9
5
9
10
11
11
12
11
12
10
11
11
11
11
11
12
9
11
8
8
2
10
10
11
12
11
13
11
11
11
10
11
11
11
11
10
10
10
10
10
10
10
10
10
10
10
1
11
11
12
12
12
12
12
12
12
12
12
1
1
1
1
1
1
1
1
1
0
11
12
12
12
12
12
2
10
9
9
10
9
9
1
9
12
11
12
10
10
10
10
11
10
11
11
11
11
11
11
11
11
11
1
9
11
10
11
11
11
12
13
12
10
11
12
11
11
11
12
8
10
10
3
9
11
11
9
10
11
13
13
13
11
12
13
12
12
11
12
12
9
10
10
2
12
10
10
10
12
12
12
13
13
12
12
13
13
12
13
13
11
7
2
12
10
10
9
9
10
10
9
4
13
12
12
11
13
10
11
10
10
4
9
9
13
12
12
11
13
12
12
12
11
14
12
11
11
9
7
10
12
3
10
10
11
11
12
12
13
12
9
10
12
12
12
12
12
12
11
8
10
11
3
11
11
12
12
11
11
11
11
10
11
11
11
8
8
12
13
7
9
8
4
10
12
13
12
12
13
11
13
11
9
8
11
11
5
8
8
4
2
9
9
11
10
11
13
10
7
7
10
11
12
11
11
11
8
9
9
9
2
10
11
11
9
6
8
10
11
10
11
9
9
7
9
10
9
9
9
2
2
7
9
10
10
10
5
10
10
10
8
8
8
8
8
8
8
8
8
8
8
8
0
0
7
10
10
10
11
11
11
12
11
12
10
6
9
2
10
8
10
10
11
10
10
8
8
7
7
7
7
7
0
0
0
0
0
0
0
0
0
0
0
0
1
0
1
0
1
1
0
0
1
0
0
0
1
0
1
1
0
0
1
0
0
0
0
0
0
0
1
0
1
0
1
0
1
0
1
0
1
0
1
1
1
0
1
0
1
1
1
1
1
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
1
0
1
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
